,distance,stellar_magnitude,mass_wrt_earth,radius_wrt_earth,orbital_radius,orbital_period,star_mass,planet_type
4565,35.0,11.685,1.94,1.521,0.0486,0.02053388,1402852381336904.8,Super Earth
4566,35.0,11.685,3.06,1.56,0.0717,0.03504449,481631102570496.06,Super Earth
4567,49.0,14.15,6.38,1.635,0.0957,0.06762492,129342271690044.97,Super Earth
4568,49.0,14.15,1.76,1.169,0.02734,0.010403832,5464712918324046.0,Super Earth
4569,59.0,13.304,2.33,1.242,0.01848,0.005201916,2.1858851673296184e+16,Super Earth
4570,65.0,12.6,0.35,0.696,0.01251,0.0024640656,9.742030425950728e+16,Terrestrial
4571,65.0,12.6,1.4,0.982,0.0331,0.010130048,5764093363122313.0,Super Earth
4572,97.0,12.167,8.7,1.088,0.0404,0.010403832,5464712918324046.0,Super Earth
4573,49.0,15.24,2.25,1.303,0.00622,0.0013689254,3.156417550572946e+17,Super Earth
4576,172.0,12.492,30.8,4.609,0.0417,0.011225188,6.248054683820391e+18,Neptune-like
4577,86.0,16.91,1.46,1.12,0.00969,0.0024640656,9.742030425950728e+16,Super Earth
4578,86.0,16.91,5.95,2.266,0.029392,0.0136892535,4.2011920667096643e+18,Neptune-like
4579,106.0,18.0,13.2,1.32,0.01875,0.0073921974,1.0824476493882866e+16,Super Earth
4580,106.0,18.0,25.3,1.367,0.03984,0.023271732,1092185984885708.9,Super Earth
4581,58.0,11.961,13.3,3.641,0.0876,0.03942505,5.065094622588134e+17,Neptune-like
4582,22.0,10.59,2.87,1.305,0.03813,0.014784395,2706119050255163.5,Super Earth
4583,22.0,10.59,1.54,1.147,0.02661,0.008487337,8211284879277693.0,Super Earth
4584,72.0,13.14,2.62,1.332,0.01211,0.0021902807,1.2329755381409088e+17,Super Earth
4585,72.0,13.14,8.6,2.255,0.07673,0.033675566,6.942282157414957e+17,Super Earth
4586,262.0,9.79,29.32,4.631,0.01679,0.0021902807,1.6410904412655495e+20,Neptune-like
4587,2523.0,19.6202,257.58000000000004,9.790000000000001,0.0464,0.010677618,6.905312054967876e+18,Gas Giant
4588,595.0,8.28,1176.6000000000001,17.567,0.040352,0.0057494864,2.381628213723751e+19,Gas Giant
4589,557.0,8.191,985.8000000000001,16.830000000000002,0.047,0.007665982,1.3396658236183745e+19,Gas Giant
4598,11417.0,24.3,171.72,13.97,2.42,4.9,32789886128945.29,Gas Giant
4617,23225.0,44.61,190.79999999999998,13.86,0.48,1.9,218084533505810.72,Gas Giant
4619,106.0,3.86648,763.1999999999999,12.979999999999999,1.1,0.979603,820411719511549.6,Gas Giant
4621,2666.0,9.616,2127.42,12.43,0.53,0.33319643,7091390307235066.0,Gas Giant
4626,1059.0,14.506,687.516,13.255,0.0143,0.0021902807,1.6410904412655495e+20,Gas Giant
4627,621.0,12.456,109.392,8.987,0.201,0.0971937,8.33404493898469e+16,Gas Giant
4628,1456.0,12.382,66.14399999999999,11.528,0.0757,0.02053388,1.8671965195594202e+18,Gas Giant
4629,2112.0,12.744,1539.12,12.562,0.0549,0.011225188,6.248054683820391e+18,Gas Giant
4630,1051.0,13.268,29.24036,4.884,0.0403,0.009582478,8.573860376413977e+18,Neptune-like
4631,2566.0,14.669,238.818,12.100000000000001,0.0441,0.009034907,9.644610548684448e+18,Gas Giant
4632,2930.0,14.529,212.10600000000002,14.3,0.0523,0.013141684,4.558584697822887e+18,Gas Giant
4633,3393.0,14.412,242.952,13.64,0.0391,0.008761123,1.0256814789621996e+19,Gas Giant
4634,3576.0,14.588,130.06199999999998,13.309999999999999,0.0448,0.008487337,1.092922017431861e+19,Gas Giant
4635,712.0,15.667,258.216,14.63,0.0326,0.007118412,1.553695212367772e+19,Gas Giant
4636,1249.0,11.233,947.64,11.770000000000001,0.313,0.14839152,3.5753116309651704e+16,Gas Giant
4637,1934.0,15.506,750.4799999999999,14.63,0.0236,0.0041067763,4.667990616905065e+19,Gas Giant
4638,3506.0,14.126,194.934,13.937,0.0504,0.011225188,6.248054683820391e+18,Gas Giant
4639,2228.0,13.214,165.36,13.354,0.0479,0.009582478,8.573860376413977e+18,Gas Giant
4640,1700.0,14.333,203.202,11.252999999999998,0.0388,0.007665982,1.3396658236183745e+19,Gas Giant
4641,1163.0,10.789,235.32,17.544999999999998,0.063,0.0123203285,5.186656577792516e+18,Gas Giant
4642,2427.0,14.669,756.8399999999999,16.28,0.023,0.0046543465,3.6342487085413917e+19,Gas Giant
4643,915.0,13.138,20.6,3.1239999999999997,0.019,0.003559206,6.214780849471088e+19,Neptune-like
4644,1001.0,13.789,72.822,12.495999999999999,0.0382,0.009308693,9.085621771353479e+18,Gas Giant
4645,1006.0,14.237,425.80199999999996,14.586,0.01677,0.0024640656,1.2966642496940419e+20,Gas Giant
4646,1399.0,13.69,295.74,11.99,0.035,0.0068446267,1.6804768512356327e+19,Gas Giant
4647,1987.0,12.868,922.1999999999999,11.770000000000001,0.058,0.012046544,5.425092232716711e+18,Gas Giant
4648,1683.0,16.943,2330.94,12.43,5.35,15.3,3363172993105.1157,Gas Giant
4649,1683.0,16.943,731.4,13.09,3.43,7.9,12614727863418.947,Gas Giant
4650,2678.0,13.296,4499.7,12.100000000000001,3.12,8.8,10166389023191.844,Gas Giant
4651,69.0,3.73,763.1999999999999,12.979999999999999,1.25,1.1416838,604004801786552.0,Gas Giant
4652,151.0,3.31216,7061.508,11.770000000000001,1.79,1.5,349904518202656.3,Gas Giant
4653,151.0,3.31216,7842.516,11.770000000000001,5.931,8.7,10401442277130.092,Gas Giant
4654,1775.0,13.496,731.4,13.09,3.3,8.7,10401442277130.092,Gas Giant
4658,13374.0,22.783,14.1,3.773,3.5,7.9,12614727863418.947,Neptune-like
4663,9003.0,24.73,80.04378,10.472,2.59,7.0,16067044203183.195,Gas Giant
4664,19246.0,17.71,20.0,4.631,2.8,5.9,22616637918873.215,Neptune-like
4670,13110.0,20.66,46.11,7.568,4.0,7.8,12940255850689.951,Gas Giant
4671,13110.0,20.66,273.48,13.64,4.8,10.2,7567139234486.511,Gas Giant
4681,10504.0,26.42,3024.18,12.32,0.39,0.45229295,3848508338212437.0,Gas Giant
4704,16962.0,26.1,130.38,13.97,3.5,8.8,10166389023191.844,Gas Giant
4719,10438.0,18.21,1526.3999999999999,12.649999999999999,5.0,15.0,3499045182026.563,Gas Giant
4723,24139.0,29.3,8.4,2.783,1.54,3.1,81923534438707.23,Neptune-like
4735,5309.0,14.718,1431.0,17.71,0.0308,0.0068446267,1.6804768512356327e+19,Gas Giant
4736,4387.0,16.006,197.16,13.75,0.0434,0.008487337,1.092922017431861e+19,Gas Giant
4737,3485.0,16.707,174.9,11.209,0.0473,0.0109514035,6.564361765062199e+18,Gas Giant
4738,1848.0,15.8485,400.68,12.023,0.02289,0.003832991,5.358663294473498e+19,Gas Giant
4739,6565.0,16.536,375.23999999999995,13.2,0.03035,0.0046543465,3.6342487085413917e+19,Gas Giant
4740,8161.0,16.9195,321.18,12.43,0.051,0.0109514035,6.564361765062199e+18,Gas Giant
4741,4943.0,15.364,327.54,14.96,0.051,0.010130048,7.672008266315798e+18,Gas Giant
4742,923.0,15.3,442.02,14.993,0.02383,0.003285421,7.293735516516619e+19,Gas Giant
4743,250.0,5.21644,540.6,13.2,1.1,0.75838464,1368841021621225.5,Gas Giant
4744,277.0,5.5052,477.0,13.309999999999999,0.83,0.5141684,2977976761427857.0,Gas Giant
4745,179.0,3.35214,1303.8,12.76,3.9,4.5,38878279800295.14,Gas Giant
4747,369.0,12.032,954.0,29.92,20.0,119.2,55408903734.345894,Gas Giant
4748,369.0,12.032,636.0,22.44,34.0,227.5,15211402795.913086,Gas Giant
4749,3370.0,13.841,168.858,6.061000000000001,0.652,0.37864476,5491211437102436.0,Neptune-like
4750,1122.0,12.645,25440.0,9.933,0.828,0.77344286,1316059726537733.5,Gas Giant
4751,60.0,5.65,3.63,2.06,0.068647,0.017248461,1988169059724497.2,Neptune-like
4753,2440.0,17.9083,734.58,10.350999999999999,0.03734,0.008761123,1.0256814789621996e+19,Gas Giant
4754,589.0,10.445,171.72,13.97,0.06,0.012046544,5.425092232716711e+18,Gas Giant
4755,596.0,12.163,597.8399999999999,13.2,0.03176,0.0057494864,2.381628213723751e+19,Gas Giant
4756,596.0,12.163,2477.22,12.32,5.5,13.3,4450704765424.708,Gas Giant
4757,4.0,11.01,1.07,1.03,0.04856,0.030663928,629069225966554.6,Super Earth
4758,74.0,5.808,486.54,13.309999999999999,4.43,8.5,10896680497660.574,Gas Giant
4759,1647.0,20.8671,1.97,1.22,10.26,27.8,765357638.9847578,Super Earth
4766,1824.0,12.868,234.048,16.973,0.0286,0.0043805614,4.102726103163874e+19,Gas Giant
4767,605.0,12.692,411.492,12.573,0.02332,0.003832991,5.358663294473498e+19,Gas Giant
4768,592.0,13.443,793.0920000000001,13.794,0.02153,0.003559206,6.214780849471088e+19,Gas Giant
4769,2400.0,12.929,1370.58,12.056000000000001,0.03783,0.0068446267,1.6804768512356327e+19,Gas Giant
4770,1073.0,13.574,1939.8,12.485,0.02803,0.004928131,3.2416608873499197e+19,Gas Giant
4771,1199.0,12.614,1373.76,12.177,0.04127,0.007939767,1.2488680435367533e+19,Gas Giant
4772,329.0,11.496,212.424,11.682,0.0423,0.009582478,8.573860376413977e+18,Gas Giant
4773,2303.0,13.134,597.8399999999999,18.7,0.0352,0.0054757018,2.6257446580722192e+19,Gas Giant
4774,918.0,11.71,117.978,14.135,0.0474,0.010130048,7.672008266315798e+18,Gas Giant
4775,697.0,14.023,378.41999999999996,11.098999999999998,0.0234,0.0041067763,4.667990616905065e+19,Gas Giant
4776,57.0,5.40816,332.27819999999997,13.53,0.2196,0.10896646,6.630501599856459e+16,Gas Giant
4777,57.0,5.40816,25.0,5.279999999999999,0.4123,0.2806297,9996887494112630.0,Neptune-like
4778,11.0,11.12,1.4,1.11,0.0496,0.027104722,805126457720100.6,Super Earth
4779,38.0,9.76,1908.0,13.75,1100.0,48780.2,330860.4951353246,Gas Giant
4780,37.0,14.18,4.0,1.83,0.05366,0.02956879,676529762563790.9,Super Earth
4781,446.0,14.763,5088.0,11.99,210.0,3264.5,73875209.0171282,Gas Giant
4782,468.0,14.661,2862.0,12.32,157.0,1968.3,203212062.4255308,Gas Giant
4783,69.0,14.379,1335.6000000000001,12.76,5.3,11.9,5559530866153.3545,Gas Giant
4785,27727.0,19.83,3084.6,12.43,0.03,0.004928131,3.2416608873499197e+19,Gas Giant
4786,27727.0,18.8,1208.3999999999999,8.91,0.055,0.011498973,5.954070327192778e+18,Gas Giant
4787,396.0,12.5,527.88,13.2,0.0968,0.02956879,9.004611139724058e+17,Gas Giant
4788,51.0,4.48635,1892.1000000000001,12.54,0.049,0.009034907,9.644610548684448e+18,Gas Giant
4789,12.0,3.49607,3.93,1.81,0.538,0.44599587,2973667038009.4106,Super Earth
4790,12.0,3.49607,3.93,1.81,1.334,1.7,204670933464.69904,Super Earth
4791,12.0,3.49607,1.75,1.18,0.133,0.054757014,197276111321828.72,Super Earth
4792,12.0,3.49607,1.83,1.19,0.243,0.13524984,32335567922511.242,Super Earth
4793,367.0,4.37799,6550.8,11.88,1.17,0.83641344,1125356342898084.2,Gas Giant
4794,1647.0,14.243,20.0,4.631,0.94,1.1863108,559416279010910.25,Neptune-like
4795,12.0,15.13,1.05,1.02,0.0252,0.013415469,3286565507005243.5,Super Earth
4796,12.0,15.13,1.11,1.04,0.0443,0.031211497,607190285350108.6,Super Earth
4797,819.0,10.141,942.50748,11.044,0.90281,0.5489391,2612665055774801.5,Gas Giant
4798,998.0,12.144,617.556,12.286999999999999,0.1207,0.04161533,4.545957621980495e+17,Gas Giant
4799,1650.0,11.814,213.06,16.39,0.051,0.010130048,7.672008266315798e+18,Gas Giant
4800,268.0,10.249,10.15,2.222,0.052,0.011225188,6.248054683820391e+18,Super Earth
4801,268.0,10.249,9.78,3.0360000000000005,0.08,0.021902807,1.6410904412655498e+18,Neptune-like
4802,222.0,10.938,13.5,2.541,0.06152,0.017522246,2.564203697405499e+18,Super Earth
4803,222.0,10.938,2.5,2.6069999999999998,0.09429,0.03340178,7.056556872210762e+17,Neptune-like
4804,200.0,12.615,9.95,1.791,0.01159,0.0016427105,2.19195657896818e+17,Super Earth
4805,918.0,10.553,1065.3,14.3,0.0561,0.011225188,6.248054683820391e+18,Gas Giant
4806,190.0,11.595,12.9,3.5860000000000003,0.04394,0.011225188,6.248054683820391e+18,Neptune-like
4807,190.0,11.595,309.73199999999997,16.5,0.07098,0.022997946,1.4885175817981944e+18,Gas Giant
4815,124.0,12.26,6.28,2.3649999999999998,0.0287,0.0068446267,1.6804768512356327e+19,Neptune-like
4816,328.0,16.999,66.462,9.394,0.0886,0.07501711,1.3989796922000875e+17,Gas Giant
4817,203.0,15.526,7.85,2.673,0.0392,0.013963039,4.038054409797487e+18,Neptune-like
4818,90.0,12.36,15.4,3.5860000000000003,0.1288,0.066255994,1.7934188116342515e+17,Neptune-like
4819,129.0,11.495,5.9,1.694,0.03826,0.009308693,6826162112211480.0,Super Earth
4820,553.0,11.632,8.1,2.959,0.049,0.011772759,5.680356084549392e+18,Neptune-like
4821,553.0,11.632,8.8,2.464,0.061,0.01615332,3.017230403739251e+18,Super Earth
4822,553.0,11.632,5.3,3.443,0.131,0.051197812,3.003511270708214e+17,Neptune-like
4823,553.0,11.632,14.8,3.7070000000000003,0.211,0.10376455,7.311964169087142e+16,Neptune-like
4824,385.0,12.079,140.238,11.242,0.0407,0.009582478,8.573860376413977e+18,Gas Giant
4825,362.0,11.023,9.5,2.673,0.05186,0.012867898,4.754631344580923e+18,Neptune-like
4826,362.0,11.023,6.63,2.706,0.0814,0.025188226,1.240900346611099e+18,Neptune-like
4827,362.0,11.023,13.6,2.871,0.137,0.054757014,2.6257450416935402e+17,Neptune-like
4828,240.0,11.922,8.56,2.3649999999999998,0.0367,0.008487337,1.092922017431861e+19,Super Earth
4829,240.0,11.922,13.2,2.706,0.0657,0.02053388,1.8671965195594202e+18,Super Earth
4830,240.0,11.922,11.84,3.0580000000000003,0.1116,0.045448326,3.8115031725805357e+17,Neptune-like
4831,117.0,12.941,13.5,2.3209999999999997,0.0736,0.029842572,8.840148649294158e+17,Super Earth
4832,117.0,12.941,2.2,1.56,0.1058,0.05147159,223264073726357.94,Super Earth
4833,357.0,10.92,96.45258000000001,8.932,0.0711,0.022450376,1.5620136709550979e+18,Gas Giant
4834,449.0,11.758,24.6,4.059,0.0412,0.009034907,9.644610548684448e+18,Neptune-like
4835,449.0,11.758,26.7,5.489,0.0783,0.023819301,1.3876311594852815e+18,Neptune-like
4836,247.0,13.502,5883.0,11.99,0.095,0.039698835,4.995472174147014e+17,Gas Giant
4837,375.0,10.445,42.0237,5.1370000000000005,0.0429,0.0073921974,1.4407378213358092e+19,Gas Giant
4839,1054.0,11.37,94.764,13.541,0.0497,0.010677618,6.905312054967876e+18,Gas Giant
4840,1041.0,11.889,113.208,9.251,0.059,0.0123203285,5.186656577792516e+18,Gas Giant
4841,534.0,11.197,22.4,3.355,0.026,0.0057494864,2.381628213723751e+19,Neptune-like
4842,654.0,9.438,753.6600000000001,15.355999999999998,0.0626,0.012867898,4.754631344580923e+18,Gas Giant
4843,1302.0,11.722,33.0,6.721,0.4607,0.2606434,1.1588803635485948e+16,Neptune-like
4844,106.0,10.51,2.42,1.36,0.023,0.0041067763,3.507130440950463e+16,Super Earth
4845,506.0,10.622,9.0,3.883,0.108,0.03559206,6.214780849471087e+17,Neptune-like
4846,486.0,8.03,992.1600000000001,16.39,0.046,0.0073921974,1.4407378213358092e+19,Gas Giant
4847,134.0,15.39,1.71,1.17,0.0071,0.0010951404,4.931901702219365e+17,Super Earth
4850,100.0,14.354,4.82,1.672,0.061,0.030390145,640454775975852.9,Super Earth
4853,499.0,10.723,270.618,11.66,0.0903,0.027926078,1.0095136024493718e+18,Gas Giant
4854,1097.0,11.39,798.18,13.805,0.07037,0.01615332,3.017230403739251e+18,Gas Giant
4856,737.0,8.952,731.4,20.625,0.0389,0.005201916,2.9094131577157222e+19,Gas Giant
4857,1160.0,12.725,375.23999999999995,14.146,0.03138,0.0057494864,2.381628213723751e+19,Gas Giant
4858,1098.0,10.66,314.82,13.629000000000001,0.06864,0.01451061,3.739045318381832e+18,Gas Giant
4859,115.0,13.217,4.91,1.79,0.01545,0.0027378509,7.891043299991642e+16,Super Earth
4860,1343.0,11.467,387.96,16.379,0.058,0.011498973,5.954070327192778e+18,Gas Giant
4862,548.0,9.889,41.34,2.06,0.103,0.030116359,652152377820244.4,Super Earth
4863,548.0,9.889,200.34,10.857,0.249,0.111430526,6.3405029270383416e+16,Gas Giant
4864,123.0,13.378,3.78,1.7,0.011557,0.0019164955,1.6104172184743798e+17,Super Earth
4865,100.0,12.962,2.57,1.41,0.0226,0.004928131,2.4355078041697376e+16,Super Earth
4869,212.0,16.82,48.825720000000004,3.0360000000000005,0.0229,0.0068446267,1.6804768512356327e+19,Gas Giant
4870,1330.0,12.355,251.538,11.946000000000002,0.03524,0.0062970566,1.985440491518438e+19,Gas Giant
4871,265.0,9.545,28.3,5.236,0.16,0.06652977,1.7786890212208605e+17,Neptune-like
4872,198.0,12.39,26.78,4.961,0.0391,0.009582478,8.573860376413977e+18,Neptune-like
4873,1118.0,11.299,1723.56,10.615,0.0914,0.026009582,1.163765084111445e+18,Gas Giant
4874,325.0,13.86,57.03012,1.39,0.0291,0.006570842,1.3699728618551124e+16,Super Earth
4875,325.0,13.86,14.0,2.12,0.0443,0.0123203285,3896811854089042.0,Neptune-like
4876,325.0,13.86,15.0,2.475,0.0707,0.024640657,1.296664144448129e+18,Neptune-like
4877,131.0,11.93,10.8,3.08,0.1177,0.051745377,2.940281813524501e+17,Neptune-like
4878,747.0,9.721,222.6,15.84,0.04882,0.008761123,1.0256814789621996e+19,Gas Giant
4879,205.0,11.955,1.5,1.152,0.02607,0.005201916,2.1858851673296184e+16,Super Earth
4880,205.0,11.955,4.77,1.669,0.037,0.008761123,7706096761549208.0,Super Earth
4881,205.0,11.955,3.01,2.519,0.0592,0.018069815,2.4111523703003587e+18,Neptune-like
4882,205.0,11.955,3.86,2.207,0.0783,0.027378507,789104445287314.9,Neptune-like
4883,205.0,11.955,7.72,2.2439999999999998,0.1039,0.04161533,4.545957621980495e+17,Super Earth
4884,205.0,11.955,3.94,2.816,0.1275,0.056673512,2.451160875737143e+17,Neptune-like
4885,139.0,10.0,2.57,1.258,0.00812,0.0013689254,3.156417550572946e+17,Super Earth
4886,811.0,10.899,731.4,12.54,0.061,0.013415469,4.374418689823979e+18,Gas Giant
4887,729.0,9.815,68.05199999999999,11.440000000000001,0.1001,0.026283368,1.1396461744557217e+18,Gas Giant
4888,150.0,8.4,2.27,1.31,0.0204,0.003011636,6.521523345114004e+16,Super Earth
4889,419.0,14.88,209.88000000000002,12.649999999999999,0.1587,0.07939767,1.2488680435367534e+17,Gas Giant
4890,371.0,9.07,133.56,11.088000000000001,0.3,0.14510609,3.739045833735178e+16,Gas Giant
4891,1096.0,11.599,1399.2,12.286999999999999,0.092,0.02436687,1.3259665733014682e+18,Gas Giant
4894,156.0,14.938,2.24,1.3,0.0112,0.0019164955,1.6104172184743798e+17,Super Earth
4895,137.0,9.139,6.89,2.475,0.0682,0.028473647,9.710595759374547e+17,Neptune-like
4896,137.0,9.139,12.0,3.432,0.1093,0.057494868,2.3816278823372163e+17,Neptune-like
4897,137.0,9.139,10.5,3.1679999999999997,0.1539,0.09609856,8.52507696591867e+16,Neptune-like
4898,203.0,13.369,4.82,2.04,0.0752,0.028747434,715740911295932.9,Super Earth
4899,855.0,10.217,1596.36,14.817,0.01791,0.0019164955,2.143465317789399e+20,Gas Giant
4900,109.0,14.32,6.37,2.19,0.057,0.02162902,1264387892901663.2,Super Earth
4901,647.0,10.887,260.76,10.559999999999999,0.075,0.023545519,1.4200889005123587e+18,Gas Giant
4902,580.0,12.324,178.08,9.911,0.2069,0.09445585,8.824179775461749e+16,Gas Giant
4903,580.0,12.324,18.75188,7.853999999999999,0.1293,0.047091037,3.550222402062129e+17,Neptune-like
4904,381.0,9.162,876.0899999999999,11.11,0.828,0.71403146,1544178048502003.5,Gas Giant
4906,1100.0,11.976,298.91999999999996,19.47,0.03319,0.0057494864,2.381628213723751e+19,Gas Giant
4907,848.0,12.297,26.0,3.443,0.02234,0.003285421,7.293735516516619e+19,Neptune-like
4908,770.0,13.004,311.004,11.11,0.09564,0.032580424,7.416834782004928e+17,Gas Giant
4909,770.0,13.004,117.342,13.09,0.15544,0.06762492,1.7215456361944982e+17,Gas Giant
4910,1218.0,11.316,203.52,10.945,0.0854,0.021902807,1.6410904412655498e+18,Gas Giant
4911,296.0,10.466,13.8,2.97,0.08911,0.029295003,9.173709320533704e+17,Neptune-like
4912,1160.0,11.6,502.44,14.102,0.05009,0.009582478,8.573860376413977e+18,Gas Giant
4913,189.0,15.211,5.45,2.194,0.145,0.09637235,63686754060490.95,Neptune-like
4914,330.0,10.474,3.26,1.62,0.0097,0.0010951404,4.931901702219365e+17,Super Earth
4915,138.0,13.403,19.5,1.74,0.1363,0.07474332,105878856830249.95,Super Earth
4917,124.0,16.37,2.67,1.44,0.0341,0.014784395,2706119050255163.5,Super Earth
4919,194.0,11.272,3.46,1.68,0.0144,0.0021902807,1.2329755381409088e+17,Super Earth
4920,1070.0,11.419,105.894,10.175,0.0543,0.011772759,5.680356084549392e+18,Gas Giant
4921,93.0,10.295,3.89,1.8,0.0202,0.003559206,4.669256836567309e+16,Super Earth
4922,158.0,15.692,2.1,1.25,0.0064,0.0010951404,4.931901702219365e+17,Super Earth
4923,325.0,9.887,318.0,2.684,0.05741,0.013415469,4.374418689823979e+18,Neptune-like
4925,1647.0,12.3,63.918000000000006,10.725,0.0672,0.016427105,2.9174942066066473e+18,Gas Giant
4926,1180.0,12.569,260.76,13.387,0.04145,0.008213553,1.166997540560707e+19,Gas Giant
4927,251.0,7.57,43.884,7.029,0.1528,0.050376453,3.102250743365014e+17,Gas Giant
4929,186.0,14.37,8.8,2.717,0.0345,0.010130048,7.672008266315798e+18,Neptune-like
4930,73.0,12.603,1.58,1.206,0.03197,0.009308693,6826162112211480.0,Super Earth
4931,73.0,12.603,6.15,2.31,0.04526,0.015605749,3.2326808720571745e+18,Neptune-like
4932,73.0,12.603,4.78,2.133,0.0721,0.031211497,607190285350108.6,Neptune-like
4933,211.0,13.632,7.51,2.596,0.0269,0.0109514035,6.564361765062199e+18,Neptune-like
4934,708.0,11.635,721.86,12.738,0.03144,0.0054757018,2.6257446580722192e+19,Gas Giant
4935,1197.0,10.86,1599.222,12.562,0.153,0.0495551,3.2059397390519763e+17,Gas Giant
4937,424.0,14.639,82.68,8.14,0.043,0.010677618,6.905312054967876e+18,Gas Giant
4938,576.0,11.948,324.36,12.364,0.0813,0.024914443,1.2683225205267937e+18,Gas Giant
4939,368.0,15.7,222.6,11.11,0.027,0.006023272,2.1700368930866844e+19,Gas Giant
4940,591.0,14.812,85.34484,11.780999999999999,0.03845,0.009308693,9.085621771353479e+18,Gas Giant
4941,141.0,15.744,16.5,5.885000000000001,0.0354,0.0123203285,5.186656577792516e+18,Neptune-like
4942,205.0,8.270001,3.61,1.72,0.0528,0.0109514035,4931902152563635.0,Super Earth
4943,205.0,8.270001,7.95,2.684,0.0939,0.026283368,1.1396461744557217e+18,Neptune-like
4944,1093.0,11.31,457.91999999999996,13.321000000000002,0.05222,0.010403832,7.273532894289306e+18,Gas Giant
4945,244.0,9.931,7.17,2.629,0.056,0.014236824,3.88423803091943e+18,Neptune-like
4946,244.0,9.931,16.42,4.994,0.1189,0.044079397,4.051919223368669e+17,Neptune-like
4947,106.0,9.12,3.07,1.28,0.0113,0.0013689254,3.156417550572946e+17,Super Earth
4948,106.0,9.12,2.83,1.49,0.052,0.013141684,3424932154637781.0,Super Earth
4949,106.0,9.12,9.9,3.234,0.098,0.034223136,6.72190642287193e+17,Neptune-like
4951,201.0,12.669,5.76,2.222,0.05251,0.015058179,3.472059490091288e+18,Neptune-like
4952,201.0,12.669,6.41,2.3649999999999998,0.0814,0.029295003,9.173709320533704e+17,Neptune-like
4953,263.0,15.18,8.35,2.7720000000000002,0.0164,0.003285421,7.293735516516619e+19,Neptune-like
4954,404.0,10.939,4.31,1.91,0.0283,0.005201916,2.1858851673296184e+16,Super Earth
4955,404.0,10.939,9.8,3.047,0.0823,0.025188226,1.240900346611099e+18,Neptune-like
4956,404.0,10.939,15.6,3.993,0.1208,0.044900753,3.9050340034470483e+17,Neptune-like
4957,1108.0,12.14,731.4,12.298000000000002,0.768,0.6162902,2072819783048418.8,Gas Giant
4959,585.0,9.972,486.54,10.89,0.097,0.028199865,9.90006417995574e+17,Gas Giant
4960,155.0,10.54,1.42,1.166,0.01189,0.0013689254,3.156417550572946e+17,Super Earth
4964,1274.0,11.932,1036.6799999999998,11.66,0.158,0.05557837,2.5487102012162442e+17,Gas Giant
4966,377.0,17.35,4452.0,11.770000000000001,0.012,0.003559206,6.214780849471088e+19,Gas Giant
4968,485.0,15.403,127.2,9.129999999999999,0.052,0.017522246,2.564203697405499e+18,Gas Giant
4969,441.0,14.413,61.533,5.7090000000000005,0.0296,0.0062970566,1.985440491518438e+19,Gas Giant
4971,46.0,14.823,0.674,0.903,0.01223,0.003285421,5.47989144742045e+16,Terrestrial
4972,134.0,10.777,4.78,2.03,0.0251,0.0041067763,3.507130440950463e+16,Super Earth
4973,1138.0,12.42,419.76000000000005,11.098999999999998,0.332,0.20561258,1.8622273613250148e+16,Gas Giant
4974,1313.0,11.233,1147.98,11.946000000000002,0.1291,0.039972622,4.9272749255811155e+17,Gas Giant
4975,761.0,11.091,1911.1799999999998,12.001,0.0723,0.019164955,2.143465317789399e+18,Gas Giant
4976,280.0,10.252,1.59,1.423,0.01055,0.0010951404,4.931901702219365e+17,Super Earth
4977,280.0,10.252,5.4,2.827,0.08809,0.02956879,9.004611139724058e+17,Neptune-like
4978,280.0,10.252,11.95,2.486,0.1569,0.07008898,1.6026274938033254e+17,Super Earth
4979,280.0,10.252,16.0,2.618,0.3274,0.21136208,1.7622922048992756e+16,Super Earth
4980,280.0,10.252,3.0,2.2769999999999997,0.1174,0.044626966,3.9530958484555674e+17,Neptune-like
4981,651.0,11.097,465.23400000000004,11.22,0.02734,0.0046543465,3.6342487085413917e+19,Gas Giant
4982,108.0,12.262,13.6,3.685,0.04825,0.013963039,4.038054409797487e+18,Neptune-like
4983,583.0,10.112,2012.94,11.66,0.0486,0.009308693,9.085621771353479e+18,Gas Giant
4984,1116.0,10.51,279.84,19.480999999999998,0.06608,0.0136892535,4.2011920667096643e+18,Gas Giant
4985,150.0,14.203,23.6,5.148000000000001,0.025,0.0054757018,2.6257446580722192e+19,Neptune-like
4986,463.0,9.822,393.048,12.87,0.1038,0.030663928,8.37291139761484e+17,Gas Giant
4987,102.0,13.151,0.704,0.914,0.0677,0.027378507,789104445287314.9,Terrestrial
4988,102.0,13.151,7.27,2.552,0.0929,0.044079397,4.051919223368669e+17,Neptune-like
4989,102.0,13.151,1.25,1.073,0.1633,0.102395624,56414561808944.664,Super Earth
4990,102.0,13.151,0.818,0.953,0.134,0.07611225,102104502107844.17,Terrestrial
4991,191.0,10.838,4.85,2.049,0.07928,0.026009582,874353932465398.2,Super Earth
4992,191.0,10.838,7.76,2.651,0.2447,0.14154689,3.929446725957741e+16,Neptune-like
4993,191.0,10.838,6.68,2.431,0.3405,0.23216976,1.4605645774929032e+16,Neptune-like
4994,310.0,10.265,9.79,2.233,0.06,0.015331964,3.349164559045936e+18,Super Earth
4995,310.0,10.265,9.32,2.585,0.1011,0.033675566,6.942282157414957e+17,Neptune-like
4996,89.0,11.536,4.0,1.85,0.0652,0.022450376,1173563990199172.0,Super Earth
