,distance,stellar_magnitude,mass_wrt_earth,radius_wrt_earth,orbital_radius,orbital_period,star_mass,planet_type
3304,4350.0,15.238,2.99,1.54,0.101,0.03175907,586433079566109.0,Super Earth
3305,4350.0,15.238,4.04,1.84,0.204,0.09089665,71590971831510.7,Super Earth
3306,6636.0,15.289,6.08,2.299,0.098,0.028199865,9.90006417995574e+17,Neptune-like
3307,6636.0,15.289,11.4,3.322,0.132,0.044079397,4.051919223368669e+17,Neptune-like
3308,6636.0,15.289,11.1,3.267,0.224,0.097741276,8.240926861051531e+16,Neptune-like
3309,3735.0,15.481,8.6,2.816,0.119,0.038603697,5.282922895099849e+17,Neptune-like
3310,3735.0,15.481,16.6,2.849,0.1994,0.08733744,1.032122279124541e+17,Super Earth
3311,3735.0,15.481,16.3,2.75,0.2642,0.13305955,4.4467218846713576e+16,Super Earth
3312,3186.0,13.544,87.45,2.871,0.1385,0.047364816,3.509298893732267e+17,Gas Giant
3313,3186.0,13.544,64.236,3.3,0.2129,0.09034908,9.6446084137186e+16,Gas Giant
3314,1445.0,11.811,15.6,3.993,0.207,0.082683094,1.1515919740559726e+17,Neptune-like
3315,1445.0,11.811,12.6,3.52,0.294,0.13990417,4.022265647874387e+16,Neptune-like
3316,3384.0,13.647,12.8,3.553,0.112,0.033675566,6.942282157414957e+17,Neptune-like
3317,3384.0,13.647,49.29,4.224,0.2236,0.097741276,8.240926861051531e+16,Gas Giant
3318,3384.0,13.647,37.5,3.047,0.2901,0.14893909,3.5490709091189164e+16,Neptune-like
3319,3407.0,15.822,2896.98,3.9269999999999996,0.118,0.041889116,4.486727336216443e+17,Gas Giant
3320,3407.0,15.822,4388.400000000001,4.807,0.191,0.08569473,1.0720717175164077e+17,Gas Giant
3321,3407.0,15.822,7.78,2.651,0.0668,0.01779603,2.485912339788435e+18,Neptune-like
3322,2546.0,14.35,2.7,1.45,0.032,0.0057494864,1.7893525272154398e+16,Super Earth
3323,2546.0,14.35,4.7,2.01,0.056,0.013141684,3424932154637781.0,Super Earth
3324,5694.0,15.931,8.35,2.7720000000000002,0.117,0.039972622,4.9272749255811155e+17,Neptune-like
3325,5694.0,15.931,24.4,5.2139999999999995,0.215,0.09938398,7.970752038364434e+16,Neptune-like
3326,5694.0,15.931,29.5,5.83,0.5456,0.4060233,4775624320302893.0,Neptune-like
3327,4363.0,15.444,1.01,1.01,0.082,0.025188226,932306796852816.6,Super Earth
3328,4363.0,15.444,1.87,1.2,0.106,0.037234772,426635132013217.5,Super Earth
3329,4363.0,15.444,61.056000000000004,2.409,0.154,0.0678987,1.70769045103277e+17,Super Earth
3330,4363.0,15.444,56.285999999999994,3.047,0.2269,0.12128679,5.3518639461786616e+16,Gas Giant
3331,1527.0,16.216,5.18,2.13,0.082,0.030116359,652152377820244.4,Neptune-like
3332,1527.0,16.216,3.97,1.82,0.341,0.25379875,9182798518224.98,Super Earth
3333,3366.0,15.944,5.65,2.2,0.104,0.034770705,6.511860311359642e+17,Neptune-like
3334,3366.0,15.944,7.32,2.563,0.213,0.1026694,7.468786078237683e+16,Neptune-like
3335,2689.0,15.198,2.36,1.34,0.036,0.007118412,1.1673142091418272e+16,Super Earth
3336,2689.0,15.198,1.46,1.12,0.064,0.016974675,2052820977950738.0,Super Earth
3337,4002.0,15.863,2.07,1.24,0.027,0.004928131,2.4355078041697376e+16,Super Earth
3338,4002.0,15.863,2.45,1.37,0.042,0.009582478,6441668201663393.0,Super Earth
3339,4002.0,15.863,2.33,1.33,0.061,0.01615332,2266889860059543.0,Super Earth
3340,4002.0,15.863,3.78,1.77,0.176,0.079945244,92548364492507.81,Super Earth
3341,2727.0,14.952,6.04,2.288,0.145,0.05557837,2.5487102012162442e+17,Neptune-like
3342,2727.0,14.952,10.7,3.2009999999999996,0.246,0.122929506,5.209784937312222e+16,Neptune-like
3343,3895.0,15.283,3.43,1.67,0.065,0.01670089,2120678248598275.8,Super Earth
3344,3895.0,15.283,8.5,2.794,0.14,0.05284052,2.819667527838841e+17,Neptune-like
3345,3895.0,15.283,7.61,2.618,0.287,0.15496235,3.2785339170370356e+16,Neptune-like
3346,2298.0,14.142,7.3,2.15,0.21,0.09445585,66297368711207.73,Super Earth
3347,2298.0,14.142,133.56,11.374,0.51,0.34469542,6626146637746304.0,Gas Giant
3348,2298.0,14.142,4.0,2.629,0.33,0.18097194,2.4038622893970956e+16,Neptune-like
3349,1430.0,15.13,480.18,3.531,0.062,0.01615332,3.017230403739251e+18,Neptune-like
3350,1430.0,15.13,432.48,3.3329999999999997,0.081,0.024640657,1.296664144448129e+18,Neptune-like
3351,2266.0,15.775,5.69,2.2110000000000003,0.11,0.039972622,4.9272749255811155e+17,Neptune-like
3352,2266.0,15.775,7.75,2.651,0.205,0.100752905,7.755627012365947e+16,Neptune-like
3353,5827.0,16.218,5.31,2.16,0.047,0.009582478,6441668201663393.0,Neptune-like
3354,5827.0,16.218,4.19,1.88,0.065,0.015605749,2428760985767975.0,Super Earth
3355,3446.0,16.303,2.3,1.32,0.035,0.007118412,1.1673142091418272e+16,Super Earth
3356,3446.0,16.303,2.76,1.47,0.045,0.010130048,5764093363122313.0,Super Earth
3357,3446.0,16.303,5.6,2.23,0.068,0.01943874,1565372828509520.8,Neptune-like
3358,3446.0,16.303,7.61,2.618,0.097,0.03285421,7.293735516516618e+17,Neptune-like
3359,3446.0,16.303,6.12,2.31,0.141,0.056947295,2.427648854584138e+17,Neptune-like
3360,3179.0,15.452,9.64,3.0140000000000002,0.144,0.05284052,2.819667527838841e+17,Neptune-like
3361,3179.0,15.452,14.0,3.7620000000000005,0.286,0.14839152,3.5753116309651704e+16,Neptune-like
3362,4427.0,15.948,3.78,1.77,0.048,0.010130048,5764093363122313.0,Super Earth
3363,4427.0,15.948,7.8,2.662,0.071,0.018069815,2.4111523703003587e+18,Neptune-like
3364,5543.0,14.631,1.98,1.22,0.099,0.034496922,497042264931124.3,Super Earth
3365,5543.0,14.631,1.71,1.17,0.142,0.058863793,170709435628832.6,Super Earth
3366,5543.0,14.631,2.42,1.36,0.192,0.09281315,68664931009174.63,Super Earth
3367,545.0,16.363,3.22,1.61,0.079,0.029842572,664173452238479.2,Super Earth
3368,545.0,16.363,4.66,2.0,0.0521,0.015879534,2345732613705397.0,Neptune-like
3369,545.0,16.363,5.02,2.09,0.118,0.05448323,199263759574949.94,Neptune-like
3370,545.0,16.363,2.96,1.53,0.169,0.09336071,67861854145158.484,Super Earth
3371,545.0,16.363,3.89,1.8,0.255,0.17330596,19693686323780.934,Super Earth
3372,2258.0,14.326,48.653999999999996,2.816,0.217,0.1065024,6.9408599165094216e+16,Gas Giant
3373,2258.0,14.326,41.976,6.412999999999999,0.336,0.20506503,1.8721854112842308e+16,Gas Giant
3374,1690.0,15.617,4.5,1.96,0.08,0.028747434,715740911295932.9,Super Earth
3375,1690.0,15.617,4.38,1.93,0.136,0.062696785,150474694486019.5,Super Earth
3376,1690.0,15.617,6.8,2.453,0.305,0.21218343,1.7486751454776046e+16,Neptune-like
3377,3432.0,15.232,2.3,1.32,0.04,0.007939767,9382930454821588.0,Super Earth
3378,3432.0,15.232,7.51,2.596,0.07,0.01889117,2.206044943865437e+18,Neptune-like
3379,3432.0,15.232,4.12,1.86,0.118,0.041341547,346083237883087.2,Super Earth
3380,3432.0,15.232,4.16,1.87,0.22,0.10485968,53794386254527.305,Super Earth
3381,2716.0,15.547,5.0,2.497,0.0919,0.028199865,9.90006417995574e+17,Neptune-like
3382,2716.0,15.547,4.5,2.299,0.1087,0.036413416,5.937576568407926e+17,Neptune-like
3383,3583.0,14.25,3.43,1.67,0.094,0.028473647,729571431959019.4,Super Earth
3384,3583.0,14.25,5.69,2.2110000000000003,0.232,0.111430526,6.3405029270383416e+16,Neptune-like
3385,2346.0,14.458,2.39,1.35,0.036,0.0068446267,1.2625671309058098e+16,Super Earth
3386,2346.0,14.458,2.39,1.35,0.06,0.014784395,2706119050255163.5,Super Earth
3387,2346.0,14.458,3.71,1.75,0.112,0.03778234,414358554445048.3,Super Earth
3388,4575.0,15.694,15.5,3.9819999999999998,0.193,0.082683094,1.1515919740559726e+17,Neptune-like
3390,684.0,14.917,0.64,0.89,0.024,0.005201916,2.1858851673296184e+16,Terrestrial
3391,684.0,14.917,1.55,1.14,0.057,0.01943874,1565372828509520.8,Super Earth
3392,1418.0,15.065,8.55,2.805,0.039,0.009034907,9.644610548684448e+18,Neptune-like
3393,1418.0,15.065,5.35,2.17,0.054,0.01451061,2809200088942022.5,Neptune-like
3394,1418.0,15.065,8.0,2.695,0.08,0.026557151,1.1162696133108699e+18,Neptune-like
3395,1418.0,15.065,1.87,1.2,0.0232,0.0041067763,3.507130440950463e+16,Super Earth
3396,2833.0,15.851,10.5,3.531,0.0571,0.015058179,3.472059490091288e+18,Neptune-like
3397,2833.0,15.851,6.0,3.234,0.0752,0.022724163,1.5246012690322143e+18,Neptune-like
3398,2833.0,15.851,9.1,2.662,0.121,0.045722112,3.765992946042659e+17,Neptune-like
3399,2833.0,15.851,3.87,1.794,0.0399,0.008761123,7706096761549208.0,Super Earth
3400,2530.0,15.575,2.92,1.52,0.05,0.012594113,3729227187411266.5,Super Earth
3401,2530.0,15.575,6.12,2.31,0.067,0.019712524,2.0260380545936998e+18,Neptune-like
3402,2530.0,15.575,6.66,2.42,0.12,0.047364816,3.509298893732267e+17,Neptune-like
3403,2530.0,15.575,5.77,2.233,0.227,0.12265571,5.233069794168095e+16,Neptune-like
3404,1878.0,14.149,7.44,2.387,0.0917,0.028473647,9.710595759374547e+17,Neptune-like
3405,1878.0,14.149,3.64,2.2,0.1068,0.035865847,459824206490596.2,Neptune-like
3406,4358.0,16.019,5.14,2.12,0.09,0.026557151,838669882277137.4,Neptune-like
3407,4358.0,16.019,5.31,2.16,0.123,0.042162903,332730798697085.9,Neptune-like
3408,1776.0,15.418,3.05,1.56,0.059,0.01615332,2266889860059543.0,Super Earth
3409,1776.0,15.418,6.85,2.464,0.401,0.28856948,9454341269785354.0,Neptune-like
3410,2982.0,15.726,11.3,3.828,0.18,0.08021902,1.223425038102902e+17,Neptune-like
3411,2982.0,15.726,639.18,12.067,0.3,0.1650924,2.888536810634848e+16,Gas Giant
3412,2982.0,15.726,23.1,8.635,0.5,0.392334,5114700127966084.0,Neptune-like
3413,1965.0,14.376,1.81,1.19,0.111,0.038056124,408418029895360.6,Super Earth
3414,1965.0,14.376,11.4,3.322,0.281,0.15468857,3.2901494014223532e+16,Neptune-like
3415,1965.0,14.376,7.0,2.42,0.392,0.25434634,1.216973393311746e+16,Super Earth
3416,2540.0,13.902,3.53,1.7,0.087,0.025188226,932306796852816.6,Super Earth
3417,2540.0,13.902,2.63,1.43,0.145,0.053935662,203330245911942.38,Super Earth
3418,2602.0,13.01,2.21,1.29,0.031,0.004928131,2.4355078041697376e+16,Super Earth
3419,2602.0,13.01,10.1,3.091,0.153,0.053935662,2.706325573087953e+17,Neptune-like
3420,3521.0,14.304,6.94,2.486,0.125,0.04106776,4.6679912988985504e+17,Neptune-like
3421,3521.0,14.304,7.13,2.519,0.208,0.08843258,1.0067171734668282e+17,Neptune-like
3422,877.0,12.64,0.498,0.83,0.035,0.0068446267,1.2625671309058098e+16,Terrestrial
3423,877.0,12.64,8.75,2.849,0.064,0.016427105,2.9174942066066473e+18,Neptune-like
3424,3786.0,15.546,13.7,3.696,0.402,0.26310745,1.1372757466269106e+16,Neptune-like
3425,3786.0,15.546,16.1,4.07,0.791,0.7268994,1489990322834198.2,Neptune-like
3426,1256.0,15.81,1.2,1.06,0.027,0.006023272,1.630380836278501e+16,Super Earth
3427,1256.0,15.81,1.65,1.16,0.058,0.018617386,1706540528052870.0,Super Earth
3428,3068.0,15.665,109.71,2.09,0.061,0.015058179,2608609684516369.5,Super Earth
3429,3068.0,15.665,3.61,1.72,0.083,0.024093088,1018988022674063.1,Super Earth
3430,1596.0,13.442,19.9,4.62,0.056,0.012867898,4.754631344580923e+18,Neptune-like
3431,1596.0,13.442,13.1,3.608,0.105,0.03230664,7.543076009348128e+17,Neptune-like
3432,1642.0,13.926,3.29,1.63,0.051,0.012046544,4075952090696252.5,Super Earth
3433,1642.0,13.926,7.41,2.585,0.069,0.01889117,2.206044943865437e+18,Neptune-like
3434,1642.0,13.926,5.86,2.2439999999999998,0.191,0.087063655,1.0386238188452626e+17,Neptune-like
3435,5430.0,15.496,25.9,5.401,0.16,0.05722108,2.404473347896454e+17,Neptune-like
3436,5430.0,15.496,1494.6000000000001,5.202999999999999,0.26,0.11663244,5.787531207628255e+16,Gas Giant
3437,5430.0,15.496,2162.4,3.828,0.4,0.23983572,1.3686876162905898e+16,Gas Giant
3438,2696.0,13.494,1.55,1.14,0.085,0.022997946,1118345290607208.4,Super Earth
3439,2696.0,13.494,2.45,1.37,0.142,0.049007528,246279588699390.8,Super Earth
3440,1254.0,12.918,3.78,1.77,0.057,0.013415469,3286565507005243.5,Super Earth
3441,1254.0,12.918,5.99,2.2769999999999997,0.11,0.035865847,6.120260188389836e+17,Neptune-like
3442,1306.0,13.687,1.01,1.01,0.027,0.0046543465,2.730464844884592e+16,Super Earth
3443,1306.0,13.687,3.43,1.67,0.051,0.011772759,4267735600713292.0,Super Earth
3444,1484.0,12.78,684.654,1.43,0.028,0.0046543465,2.730464844884592e+16,Super Earth
3445,1484.0,12.78,79.818,1.63,0.046,0.009856262,6088769510424344.0,Super Earth
3446,1636.0,14.222,1.55,1.14,0.05,0.012046544,4075952090696252.5,Super Earth
3447,1636.0,14.222,10.1,3.091,0.26,0.14182067,3.914290042194887e+16,Neptune-like
3448,1636.0,14.222,4.81,2.039,0.1074,0.03832991,402604304618594.8,Super Earth
3449,2685.0,15.175,8.8,2.8600000000000003,0.053,0.0123203285,5.186656577792516e+18,Neptune-like
3450,2685.0,15.175,6.99,2.497,0.105,0.03504449,6.410509975213302e+17,Neptune-like
3451,2685.0,15.175,8.2,2.739,0.22,0.105954826,7.012785951432752e+16,Neptune-like
3452,1591.0,13.734,44.52,1.52,0.032,0.006023272,1.630380836278501e+16,Super Earth
3453,1591.0,13.734,17.4,1.4,0.051,0.012594113,3729227187411266.5,Super Earth
3454,1591.0,13.734,6.9,1.21,0.066,0.018617386,1706540528052870.0,Super Earth
3455,789.0,15.611,1.41,1.11,0.029,0.0068446267,1.2625671309058098e+16,Super Earth
3456,789.0,15.611,20.3,1.03,0.047,0.014236824,2918285522854568.0,Super Earth
3457,789.0,15.611,3.64,1.73,0.09,0.03832991,402604304618594.8,Super Earth
3458,7219.0,15.794,28.5,2.255,0.2199,0.095551,8.623063721202894e+16,Super Earth
3459,7219.0,15.794,39.4,5.302,0.354,0.19520877,2.066014753648339e+16,Gas Giant
3460,1434.0,15.886,2.54,1.4,0.061,0.020260096,1441023340780578.2,Super Earth
3461,1434.0,15.886,4.38,1.93,0.113,0.051197812,225658247235778.66,Super Earth
3462,1056.0,16.36,1303.8,2.2,0.05,0.01615332,2266889860059543.0,Gas Giant
3463,1056.0,16.36,159.0,2.0,0.09,0.024093088,1018988022674063.1,Neptune-like
3464,1056.0,16.36,7.75,2.651,0.13,0.062422995,2.0204256097691088e+17,Neptune-like
3465,1056.0,16.36,2.86,1.5,0.033,0.007939767,9382930454821588.0,Super Earth
3466,1056.0,16.36,0.477,0.82,0.013,0.0019164955,1.6104172184743798e+17,Terrestrial
3467,2341.0,15.569,2.39,1.35,0.075,0.022724163,1145455498897230.8,Super Earth
3468,2341.0,15.569,4.46,1.95,0.116,0.043805614,308243884535227.2,Super Earth
3469,1892.0,16.199,3.97,1.82,0.065,0.023271732,1092185984885708.9,Super Earth
3470,1892.0,16.199,4.04,1.84,0.105,0.047364816,263658819964858.53,Super Earth
3471,1892.0,16.199,3.33,1.64,0.159,0.08788501,76581593720406.67,Super Earth
3472,1123.0,14.243,1.71,1.17,0.07,0.020807665,1366178098266114.0,Super Earth
3473,1123.0,14.243,1.32,1.09,0.114,0.043805614,308243884535227.2,Super Earth
3474,1123.0,14.243,1.76,1.18,0.189,0.0936345,67465574291752.81,Super Earth
3475,1058.0,15.052,28.2,1.32,0.087,0.034496922,497042264931124.3,Super Earth
3476,1058.0,15.052,1.41,1.11,0.135,0.06598221,135862717726669.75,Super Earth
3477,1392.0,12.834,1.46,1.12,0.061,0.015058179,2608609684516369.5,Super Earth
3478,1392.0,12.834,2.63,1.43,0.107,0.03504449,481631102570496.06,Super Earth
3479,1392.0,12.834,2.57,1.41,0.168,0.06872006,125252658632668.48,Super Earth
3480,4172.0,14.111,11.4,3.322,0.075,0.018069815,2.4111523703003587e+18,Neptune-like
3481,4172.0,14.111,9.64,3.0140000000000002,0.356,0.1856263,2.2848255793302864e+16,Neptune-like
3482,2508.0,13.677,1.04,1.02,0.033,0.0054757018,1.9727608249979104e+16,Super Earth
3483,2508.0,13.677,5.06,2.1,0.092,0.026283368,856233038659445.2,Neptune-like
3484,2508.0,13.677,6.21,2.3209999999999997,0.154,0.056673512,2.451160875737143e+17,Neptune-like
3485,2212.0,12.799,2.99,1.54,0.045,0.009034907,7246138654158112.0,Super Earth
3486,2212.0,12.799,4.86,2.05,0.093,0.026557151,838669882277137.4,Super Earth
3487,1803.0,12.19,30.6,2.398,0.117,0.037508555,5.59591876880035e+17,Super Earth
3488,1803.0,12.19,6.08,2.299,0.172,0.06652977,1.7786890212208605e+17,Neptune-like
3489,1803.0,12.19,9.27,2.9480000000000004,0.257,0.12156058,5.3277831676491256e+16,Neptune-like
3490,1803.0,12.19,8.5,1.56,0.0893,0.025462013,912364843256823.4,Super Earth
3491,2011.0,14.706,2.6,1.42,0.055,0.0136892535,3156417781149259.5,Super Earth
3492,2011.0,14.706,7.3,1.15,0.069,0.019164955,1610417218474379.2,Super Earth
3493,2011.0,14.706,14.7,1.17,0.091,0.02902122,702300022235505.6,Super Earth
3494,3944.0,14.099,3.68,1.74,0.0677,0.015605749,2428760985767975.0,Super Earth
3495,3944.0,14.099,0.39,3.135,0.1189,0.03613963,6.027880925750897e+17,Terrestrial
3496,3944.0,14.099,3.91,5.247,0.1662,0.059685145,2.210037088267017e+17,Neptune-like
3497,3944.0,14.099,5.57,3.949,0.2138,0.087063655,1.0386238188452626e+17,Neptune-like
3498,3944.0,14.099,9.6,4.378,0.2535,0.112251885,6.2480541272101816e+16,Neptune-like
3499,2638.0,12.329,6.94,2.486,0.134,0.04052019,4.795005639792171e+17,Neptune-like
3500,2638.0,12.329,11.3,3.311,0.178,0.062422995,2.0204256097691088e+17,Neptune-like
3501,3415.0,14.739,1.76,1.18,0.06,0.014236824,2918285522854568.0,Super Earth
3502,3415.0,14.739,3.53,1.7,0.08,0.021902807,1232975538140908.8,Super Earth
3503,3415.0,14.739,4.08,1.85,0.182,0.07583847,102843035689563.88,Super Earth
3504,3415.0,14.739,4.62,1.99,0.242,0.11635866,43687439395428.35,Super Earth
3505,2550.0,13.2,5.69,2.2110000000000003,0.128,0.04161533,4.545957621980495e+17,Neptune-like
3506,2550.0,13.2,4.5,1.96,0.185,0.071731694,114956051622649.05,Super Earth
3507,2550.0,13.2,6.76,2.442,0.242,0.1081451,6.731601141808455e+16,Neptune-like
3508,2550.0,13.2,0.615,0.88,0.0293,0.0043805614,3.082438845352272e+16,Terrestrial
3509,3025.0,14.063,6.39,2.3649999999999998,0.088,0.024640657,1.296664144448129e+18,Neptune-like
3510,3025.0,14.063,4.74,2.02,0.167,0.06351814,146608269891527.25,Super Earth
3511,3272.0,15.539,7.32,2.563,0.153,0.060232718,2.1700370371968627e+17,Neptune-like
3512,3272.0,15.539,9.01,2.8930000000000002,0.488,0.34387407,6657837804012650.0,Neptune-like
3513,848.0,14.344,0.5,0.74,0.066,0.020260096,1441023340780578.2,Terrestrial
3514,848.0,14.344,2.2,1.2,0.077,0.025735795,893056294905431.8,Super Earth
3515,3210.0,15.261,7.56,2.6069999999999998,0.071,0.01779603,2.485912339788435e+18,Neptune-like
3516,3210.0,15.261,9.64,3.0140000000000002,0.168,0.065434635,1.8387246576621728e+17,Neptune-like
3517,4237.0,14.567,4.54,1.97,0.11,0.03504449,481631102570496.06,Super Earth
3518,4237.0,14.567,3.71,1.75,0.183,0.07474332,105878856830249.95,Super Earth
3519,1862.0,12.676,2.92,1.52,0.076,0.01943874,1565372828509520.8,Super Earth
3520,1862.0,12.676,2.33,1.33,0.138,0.047364816,263658819964858.53,Super Earth
3521,3069.0,14.915,94.446,1.9,0.065,0.01615332,2266889860059543.0,Super Earth
3522,3069.0,14.915,4.5,1.96,0.105,0.03340178,530169562149568.94,Super Earth
3523,5874.0,15.087,69.96,8.404,1.0896,0.79069126,1259268071182109.8,Gas Giant
3524,3121.0,13.965,4.08,1.85,0.104,0.030663928,629069225966554.6,Super Earth
3525,3121.0,13.965,6.1,3.047,0.1385,0.04873374,3.3149164332536704e+17,Neptune-like
3526,3121.0,13.965,14.9,2.75,0.1786,0.07145791,1.541812097356948e+17,Super Earth
3527,3536.0,16.229,4.8,3.003,0.214,0.10157426,7.63070623387945e+16,Neptune-like
3528,3536.0,16.229,11.1,3.135,0.287,0.15660506,3.2101142391252304e+16,Neptune-like
3529,3536.0,16.229,7.85,2.673,0.5177,0.39014372,5172289527865429.0,Neptune-like
3530,824.0,13.142,0.566,0.86,0.085,0.027652293,773555918252233.6,Terrestrial
3531,824.0,13.142,2.07,1.24,0.118,0.044626966,297001942032724.9,Super Earth
3532,824.0,13.142,0.449,0.806,0.0657,0.01889117,1657434217780193.2,Terrestrial
3533,1255.0,16.126,0.64,0.89,0.051,0.015879534,2345732613705397.0,Terrestrial
3534,1255.0,16.126,2.48,1.38,0.065,0.022997946,1118345290607208.4,Super Earth
3535,1807.0,15.771,4.04,1.84,0.054,0.015058179,2608609684516369.5,Super Earth
3536,1807.0,15.771,2.27,1.31,0.115,0.046269678,276287386779130.72,Super Earth
3537,1807.0,15.771,2.07,1.24,0.146,0.066255994,134742209739613.17,Super Earth
3538,4672.0,15.242,2.73,1.46,0.102,0.030116359,652152377820244.4,Super Earth
3539,4672.0,15.242,7.8,2.662,0.179,0.07063655,1.577876868856324e+17,Neptune-like
3540,2308.0,13.058,3.09,1.57,0.057,0.012594113,3729227187411266.5,Super Earth
3541,2308.0,13.058,3.93,1.81,0.115,0.035865847,459824206490596.2,Super Earth
3542,2246.0,15.735,4.04,1.84,0.063,0.01779603,1867702734626923.5,Super Earth
3543,2246.0,15.735,7.61,2.618,0.12,0.046269678,3.67738511803023e+17,Neptune-like
3544,2246.0,15.735,11.6,3.366,0.246,0.13552362,4.286492628319376e+16,Neptune-like
3545,3592.0,15.516,7.85,2.673,0.21,0.09336071,9.032412786720595e+16,Neptune-like
3546,3592.0,15.516,8.5,2.794,0.381,0.22861055,1.5063973102042634e+16,Neptune-like
3547,4708.0,15.805,12.2,3.465,0.178,0.07008898,1.6026274938033254e+17,Neptune-like
3548,4708.0,15.805,2.9,4.224,0.307,0.15797399,3.154720542150978e+16,Neptune-like
3549,4708.0,15.805,2.7,3.9379999999999997,0.372,0.21108828,1.7668668647355942e+16,Neptune-like
3550,5934.0,15.863,40.386,8.008,0.60347,0.36002737,6073807627495017.0,Gas Giant
3551,2858.0,15.011,3.36,1.65,0.044,0.009034907,7246138654158112.0,Super Earth
3552,2858.0,15.011,5.06,2.1,0.075,0.019712524,1522192377606086.0,Neptune-like
3553,3035.0,13.635,2.7,1.45,0.086,0.023271732,1092185984885708.9,Super Earth
3554,3035.0,13.635,6.9,2.475,0.3,0.15112936,3.4469452247897452e+16,Neptune-like
3555,3557.0,14.608,0.615,0.88,0.087,0.028199865,743806474827628.9,Terrestrial
3556,3557.0,14.608,2.7,1.45,0.207,0.10376455,54935869038971.77,Super Earth
3557,2488.0,13.472,1.65,1.16,0.048,0.009856262,6088769510424344.0,Super Earth
